surface_form	normalized_form	segmentation	alt_segmentations	gloss	lemma	alt_lemmas	pos	alt_pos	confidence	first_verse	frequency	review_reasons	status
Sukkoth-ah	sukkoth-ah	sukkoth-ah		SUKKOTH-LOC	sukkoth		UNK		high	02012037	2	pos_unknown	auto_resolved
khikcip	khikcip	khik-cip		still-INTENS	khik		UNK		high	02015016	2	pos_unknown	auto_resolved
“Nitak	“nitak	Nitak		NITAK	nitak		UNK		high	02016006	2	pos_unknown	auto_resolved
nannan	nannan	nan~nan		manna~REDUP	nan~nan		UNK		high	02016031	2	pos_unknown	auto_resolved
Horeb-a	horeb-a	horeb-a		HOREB-LOC	horeb		UNK		high	02017006	2	pos_unknown	auto_resolved
“Sinai	“sinai	Sinai		SINAI	sinai		UNK		high	02019023	2	pos_unknown	auto_resolved
“Paisuk	“paisuk	Paisuk		PAISUK	paisuk		UNK		high	02019024	2	pos_unknown	auto_resolved
phimpi	phimpi	phim-pi		ear-bore	phim		UNK		high	02021006	2	pos_unknown	auto_resolved
pik	pik	pik		gore	pik		UNK		high	02021031	2	pos_unknown	auto_resolved
“Khualmi	“khualmi	Khualmi		KHUALMI	khualmi		UNK		high	02022021	2	pos_unknown	auto_resolved
so-in	so-in	so-in		SO-ERG	so		UNK		high	02022024	2	pos_unknown	auto_resolved
cilte	cilte	cil-te		beginning-PL	cil		UNK		high	02022029	2	pos_unknown	auto_resolved
tunpi	tunpi	tun-pi		hornet-great	tun		UNK		high	02023028	2	pos_unknown	auto_resolved
suangphahpek	suangphahpek	suangphahpek	Suangphahpek	pavement	suangphahpek		N		high	02024010	2	multi_segmentation:2	auto_resolved
lahte	lahte	lah-te		lamp-PL	lah		UNK		high	02025009	2	pos_unknown	auto_resolved
kopte	kopte	kop-te'		knop-PL.POSS	kop		UNK		high	02025035	2	pos_unknown	auto_resolved
kikak	kikak	ki-kak		REFL-couple	kak		UNK		high	02026024	2	pos_unknown	auto_resolved
sikkate	sikkate	sikka-te		basin-PL	sikka		UNK		high	02027003	2	pos_unknown	auto_resolved
phawkphawk	phawkphawk	phawk~phawk		remember~REDUP	phawk~phawk		UNK		high	02028012	2	pos_unknown	auto_resolved
“Hoihtakin	“hoihtakin	Hoihtakin		HOIHTAKIN	hoihtakin		UNK		high	02028015	2	pos_unknown	auto_resolved
long	long	long		pomegranate	long		UNK		high	02028034	2	pos_unknown	auto_resolved
utok	utok	utok		caul	utok		UNK		high	02029013	2	pos_unknown	auto_resolved
semnenin	semnenin	semnen-in		piece-ERG	semnen		UNK		high	02029017	2	pos_unknown	auto_resolved
kikhep	kikhep	ki-khep		REFL-double	khep		UNK		high	02039009	2	pos_unknown	auto_resolved
mongte-ah	mongte-ah	mong-te-ah		throat-PL-LOC	mong		UNK		high	02039017	2	pos_unknown	auto_resolved
kigawivui	kigawivui	ki-gawi-vui		REFL-grind-dust	gawi		UNK		high	03002014	2	pos_unknown	auto_resolved
Theihlohna	theihlohna	theih-loh-na		know.II-?-NMLZ	thei		V		low	03005018	2	partial_gloss|confidence_low	auto_resolved
suhte	suhte	suh-te		rob-PL	suh		UNK		high	03006004	2	pos_unknown	auto_resolved
huihtun	huihtun	huihtun		heron	huihtun		UNK		high	03011019	2	pos_unknown	auto_resolved
veipa	veipa	vei-pa'	vei-pa	sick-NMLZ.AG.POSS	vei		V		high	03013012	2	multi_segmentation:2	auto_resolved
“Samul	“samul	Samul		SAMUL	samul		UNK		high	03013047	2	pos_unknown	auto_resolved
sanim	sanim	sanim		bruised	sanim		UNK		high	03022024	2	pos_unknown	auto_resolved
kitaangko	kitaangko	ki-taang-ko		REFL-trumpet-blow	taang		UNK		high	03023024	2	pos_unknown	auto_resolved
khuapite-a	khuapite-a	khua-pi-te-a	khua-pi-te-a'	town-big-PL-LOC	khua		N		high	03025032	2	multi_segmentation:2	auto_resolved
Nahthel	nahthel	nahthel		leaf	nahthel		UNK		high	03026036	2	pos_unknown	auto_resolved
buppite	buppite	bup-pi-te		head-great-PL	bup		UNK		high	04001016	2	pos_unknown	auto_resolved
dialkhaite	dialkhaite	dial-khai-te	dial-khai-te'	call-hold-PL	dial		V		high	04002002	2	multi_segmentation:2	auto_resolved
kawbia	kawbia	kawbia		shovel	kawbia		UNK		high	04004014	2	pos_unknown	auto_resolved
tuuvun	tuuvun	tuuvun	Tuuvun	badger.skin	tuuvun		N		high	04004025	2	multi_segmentation:2	auto_resolved
hawng	hawng	hawng		husk	hawng		UNK		high	04006004	2	pos_unknown	auto_resolved
hawi	hawi	hawi		holy	hawi		UNK		high	04006005	2	pos_unknown	auto_resolved
Hobab	hobab	Hobab	Hobab'	HOBAB	Hobab	hobab	PROP	UNK	high	04010029	2	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	auto_resolved
su-in	su-in	su-in		tear-ERG	su		UNK		high	04011008	2	pos_unknown	auto_resolved
kici-in	kici-in	kici-in		called-ERG	kici		UNK		high	04011026	2	pos_unknown	auto_resolved
Hazeroth-ah	hazeroth-ah	hazeroth-ah		HAZEROTH-LOC	hazeroth		UNK		high	04011035	2	pos_unknown	auto_resolved
vaante	vaante	va-an-te'	va-an-te	go.and-food-PL.POSS	va		V		high	04014006	2	multi_segmentation:2	auto_resolved
Kaleb-te	kaleb-te	kaleb-te		KALEB-PL	kaleb		UNK		high	04014006	2	pos_unknown	auto_resolved
valhtumin	valhtumin	valh-tum-in		swallow-COMPL-INST	valh		UNK		high	04016030	2	pos_unknown	auto_resolved
kisiincip	kisiincip	ki-siin-cip		REFL-cover-INTENS	siin		UNK		high	04019015	2	pos_unknown	auto_resolved
“Ciangkhut	“ciangkhut	Ciangkhut		CIANGKHUT	ciangkhut		UNK		high	04020008	2	pos_unknown	auto_resolved
“Zippor	“zippor	Zippor'		ZIPPOR.POSS	zippor		UNK		high	04022010	2	pos_unknown	auto_resolved
nengcip	nengcip	neng-cip		face-crush	neng		UNK		high	04022025	2	pos_unknown	auto_resolved
madawk	madawk	ma-dawk		that-morrow	ma		UNK		high	04022041	2	pos_unknown	auto_resolved
“Beor	“beor	Beor'		BEOR.POSS	beor		UNK		high	04024003	2	pos_unknown	auto_resolved
Shittim-ah	shittim-ah	shittim-ah		SHITTIM-LOC	shittim		UNK		high	04025001	2	pos_unknown	auto_resolved
“Midian	“midian	Midian		MIDIAN	midian		UNK		high	04025017	2	pos_unknown	auto_resolved
valh	valh	valh		swallow	valh		UNK		high	04026010	2	pos_unknown	auto_resolved
“Zelofehad	“zelofehad	Zelofehad'	Zelofehad	ZELOFEHAD.POSS	zelofehad		UNK		high	04027007	2	multi_segmentation:2|pos_unknown	auto_resolved
“Midian-te	“midian-te	Midian-te'	Midian-te	MIDIAN-TE.POSS	midian		UNK		high	04031003	2	multi_segmentation:2|pos_unknown	auto_resolved
Makhir-te	makhir-te	makhir-te		MAKHIR-PL	makhir		UNK		high	04032039	2	pos_unknown	auto_resolved
Libnah-ah	libnah-ah	libnah-ah		LIBNAH-LOC	libnah		UNK		high	04033020	2	pos_unknown	auto_resolved
Jotbathah-ah	jotbathah-ah	jotbathah-ah		JOTBATHAH-LOC	jotbathah		UNK		high	04033033	2	pos_unknown	auto_resolved
Ahihud	ahihud	Ahihud	Ahihud'	AHIHUD	Ahihud	ahihud	PROP	UNK	high	04034018	2	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	auto_resolved
Seir-a	seir-a	seir-a		SEIR-LOC	seir		UNK		high	05002029	2	pos_unknown	auto_resolved
Jahaz-ah	jahaz-ah	jahaz-ah		JAHAZ-LOC	jahaz		UNK		high	05002032	2	pos_unknown	auto_resolved
Bashan-a	bashan-a	bashan-a		BASHAN-LOC	bashan		UNK		high	05003010	2	pos_unknown	auto_resolved
tawmcik	tawmcik	tawm-cik		few-number	tawm		UNK		high	05004027	2	pos_unknown	auto_resolved
Arabah-ah	arabah-ah	arabah-ah		ARABAH-LOC	arabah		UNK		high	05011030	2	pos_unknown	auto_resolved
bekbekin	bekbekin	bekbek-in		deceit-ERG	bekbek		UNK		high	05016020	2	pos_unknown	auto_resolved
“Uliante	“uliante	Uliante		ULIANTE	uliante		UNK		high	05020008	2	pos_unknown	auto_resolved
metin	metin	met-in		head-ERG	met		UNK		high	05021012	2	pos_unknown	auto_resolved
saang	saang	saang		basket	saang		UNK		high	05026004	2	pos_unknown	auto_resolved
gilvahin	gilvahin	gil-vah-in		tithe-fill-INST	gil		UNK		high	05026012	2	pos_unknown	auto_resolved
“Jordan	“jordan	Jordan		JORDAN	jordan		UNK		high	05027012	2	pos_unknown	auto_resolved
nom	nom	nom		consumption	nom		UNK		high	05028022	2	pos_unknown	auto_resolved
daite	daite	dai-te		itch-PL	dai		UNK		high	05028027	2	pos_unknown	auto_resolved
cip	cip	cip		tight	cip		UNK		high	05028052	2	pos_unknown	auto_resolved
oltak	oltak	ol-tak		ease-rest	ol		UNK		high	05028065	2	pos_unknown	auto_resolved
samkangte	samkangte	sam-kang-te	sam-kang-te'	hair-gray-PL	sam		V		high	05032025	2	multi_segmentation:2	auto_resolved
tengpa	tengpa	teng-pa'	teng-pa	dwell-NMLZ.AG.POSS	teng		V		high	05033016	2	multi_segmentation:2	auto_resolved
iplahin	iplahin	ip-lah-in		accursed-thing-INST	ip		UNK		high	06006018	2	pos_unknown	auto_resolved
khaamin	khaamin	khaam-in		curse-INST	khaam		UNK		high	06006026	2	pos_unknown	auto_resolved
Zerah-te	zerah-te	zerah-te		ZERAH-PL	zerah		UNK		high	06007017	2	pos_unknown	auto_resolved
“Kuate	“kuate	Kuate		KUATE	kuate		UNK		high	06009008	2	pos_unknown	auto_resolved
suite	suite	sui-te		hew-PL	sui		UNK		high	06009021	2	pos_unknown	auto_resolved
tau-a	tau-a	tau-a		spear-LOC	tau		UNK		high	06009027	2	pos_unknown	auto_resolved
Jashar	jashar	Jashar'	Jashar	JASHAR.POSS	jashar	Jashar	UNK	PROP	high	06010013	2	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK|pos_unknown	auto_resolved
Bohan	bohan	Bohan'		BOHAN.POSS	bohan		UNK		high	06015006	2	pos_unknown	auto_resolved
“Kiriathsefer	“kiriathsefer	Kiriathsefer		KIRIATHSEFER	kiriathsefer		UNK		high	06015016	2	pos_unknown	auto_resolved
Zaanannim-a	zaanannim-a	zaanannim-a		ZAANANNIM-LOC	zaanannim		UNK		high	06019033	2	pos_unknown	auto_resolved
kitengin	kitengin	kiteng-in		marry-ERG	kiteng		UNK		high	06023012	2	pos_unknown	auto_resolved
Rehob-a	rehob-a	rehob-a		REHOB-LOC	rehob		UNK		high	07001031	2	pos_unknown	auto_resolved
Bethanath-a	bethanath-a	bethanath-a		BETHANATH-LOC	bethanath		UNK		high	07001033	2	pos_unknown	auto_resolved
notkik	notkik	not-kik		push-ITER	not		UNK		high	07001034	2	pos_unknown	auto_resolved
Shamgar	shamgar	Shamgar	Shamgar'	SHAMGAR	Shamgar	shamgar	PROP	UNK	high	07003031	2	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	auto_resolved
Kedesh-ah	kedesh-ah	kedesh-ah		KEDESH-LOC	kedesh		UNK		high	07004009	2	pos_unknown	auto_resolved
“Makaite	“makaite	Makaite		MAKAITE	makaite		UNK		high	07005002	2	pos_unknown	auto_resolved
“Khanglo	“khanglo	Khanglo		KHANGLO	khanglo		UNK		high	07005012	2	pos_unknown	auto_resolved
kinim	kinim	ki-nim		REFL-divide	nim		UNK		high	07005030	2	pos_unknown	auto_resolved
Purah	purah	pur-ah		PUR-LOC	pur		UNK		high	07007010	2	pos_unknown	auto_resolved
gimpi	gimpi	gim-pi		labor-great	gim		UNK		high	07008004	2	pos_unknown	auto_resolved
“Lungnuamin	“lungnuamin	Lungnuamin		LUNGNUAMIN	lungnuamin		UNK		high	07008009	2	pos_unknown	auto_resolved
Zalmunna-te	zalmunna-te	Zalmunna-te	zalmunna-te	ZALMUNNA-TE	Zalmunna-Te	zalmunna	PROP	UNK	high	07008010	2	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	auto_resolved
liimte	liimte	liim-te		shadow-PL	liim		UNK		high	07009036	2	pos_unknown	auto_resolved
Thebez-ah	thebez-ah	thebez-ah		THEBEZ-LOC	thebez		UNK		high	07009050	2	pos_unknown	auto_resolved
Shamir-ah	shamir-ah	shamir-ah		SHAMIR-LOC	shamir		UNK		high	07010001	2	pos_unknown	auto_resolved
“Efraim	“efraim	Efraim		EFRAIM	efraim		UNK		high	07012005	2	pos_unknown	auto_resolved
Hillel	hillel	Hillel'		HILLEL.POSS	hillel		UNK		high	07012013	2	pos_unknown	auto_resolved
“Hihnu	“hihnu	Hihnu		HIHNU	hihnu		UNK		high	07013011	2	pos_unknown	auto_resolved
“Inndei	“inndei	Inndei		INNDEI	inndei		UNK		high	07015001	2	pos_unknown	auto_resolved
“Samson	“samson	Samson		SAMSON	samson		UNK		high	07015010	2	pos_unknown	auto_resolved
“Nidanga	“nidanga	Nidanga		NIDANGA	nidanga		UNK		high	07016020	2	pos_unknown	auto_resolved
gawi	gawi	gawi		stamp	gawi		UNK		high	07016021	2	pos_unknown	auto_resolved
Kiriathjearim-ah	kiriathjearim-ah	kiriathjearim-ah		KIRIATHJEARIM-LOC	kiriathjearim		UNK		high	07018012	2	pos_unknown	auto_resolved
otsan	otsan	ot-san		cry-voice	ot		UNK		high	07018023	2	pos_unknown	auto_resolved
lanluat	lanluat	lan-luat		show-fold	lan		UNK		high	07020006	2	pos_unknown	auto_resolved
Nohah	nohah	noh-ah	Nohah	young.II-LOC	no	Nohah	V	PROP	high	07020043	2	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|V	auto_resolved
Jabeshgilead-a	jabeshgilead-a	jabeshgilead-a		JABESHGILEAD-LOC	jabeshgilead		UNK		high	07021010	2	pos_unknown	auto_resolved
Bethlehem-a	bethlehem-a	bethlehem-a		BETHLEHEM-LOC	bethlehem		UNK		high	08001002	2	pos_unknown	auto_resolved
lengzong	lengzong	leng-zong		king-even	leng		UNK		high	08001012	2	pos_unknown	auto_resolved
kulhkongpi-a	kulhkongpi-a	kulh-kong-pi-a		wall-gate-big-LOC	kulh		UNK		high	08004011	2	pos_unknown	auto_resolved
kilakin	kilakin	kilak-in		appear-ERG	kilak		UNK		high	09001022	2	pos_unknown	auto_resolved
Shiloh-a	shiloh-a	shiloh-a		SHILOH-LOC	shiloh		UNK		high	09001024	2	pos_unknown	auto_resolved
Samuel!”	samuel!”	Samuel		SAMUEL	samuel		UNK		high	09003004	2	pos_unknown	auto_resolved
Ashdod-ah	ashdod-ah	ashdod-ah		ASHDOD-LOC	ashdod		UNK		high	09005001	2	pos_unknown	auto_resolved
Ammon-te	ammon-te	ammon-te	Ammon-te	AMMON-PL	ammon	Ammon-Te	UNK	PROP	high	09011011	2	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK|pos_unknown	auto_resolved
phakik	phakik	pha-kik		year-return	pha		UNK		high	09011014	2	pos_unknown	auto_resolved
hamu	hamu	hamu		file	hamu		UNK		high	09013021	2	pos_unknown	auto_resolved
Khuacing	khuacing	Khuacing	khuacing	town.gate	khuacing		N		high	09014012	2	multi_segmentation:2	auto_resolved
“Karmel-ah	“karmel-ah	Karmel-ah		KARMEL-AH	karmel		UNK		high	09015012	2	pos_unknown	auto_resolved
bawhin	bawhin	bawh-in		spoil-INST	bawh		UNK		high	09015019	2	pos_unknown	auto_resolved
mongin	mongin	mong-in		hem-ERG	mong		UNK		high	09015027	2	pos_unknown	auto_resolved
nautum	nautum	nau-tum		young-want	nau		UNK		high	09016011	2	pos_unknown	auto_resolved
ot	ot	ot		cry.out	ot		UNK		high	09017020	2	pos_unknown	auto_resolved
“Abner	“abner	Abner		ABNER	abner		UNK		high	09017055	2	pos_unknown	auto_resolved
“Bethlehem	“bethlehem	Bethlehem		BETHLEHEM	bethlehem		UNK		high	09017058	2	pos_unknown	auto_resolved
“Ahitub	“ahitub	Ahitub'		AHITUB.POSS	ahitub		UNK		high	09022009	2	pos_unknown	auto_resolved
Horesh-ah	horesh-ah	horesh-ah		HORESH-LOC	horesh		UNK		high	09023016	2	pos_unknown	auto_resolved
“Jeshimon	“jeshimon	Jeshimon		JESHIMON	jeshimon		UNK		high	09023019	2	pos_unknown	auto_resolved
Uisi	uisi	Uisi	uisi	viper	uisi		N		high	09024014	2	multi_segmentation:2	auto_resolved
Uili	uili	Uili	uili	vile	uili		N		high	09024014	2	multi_segmentation:2	auto_resolved
Karmel-ah	karmel-ah	karmel-ah		KARMEL-LOC	karmel		UNK		high	09025002	2	pos_unknown	auto_resolved
theimoh	theimoh	theimoh	Theimoh	know.not	theimoh		N		high	09025018	2	multi_segmentation:2	auto_resolved
lenkik	lenkik	len-kik		net-ITER	len		UNK		high	09025039	2	pos_unknown	auto_resolved
Shunem-ah	shunem-ah	shunem-ah		SHUNEM-LOC	shunem		UNK		high	09028004	2	pos_unknown	auto_resolved
vai-ah	vai-ah	vai-ah		foreigner-LOC	vai		UNK		high	09029006	2	pos_unknown	auto_resolved
kilate	kilate	kila-te		portion-PL	kila		UNK		high	09030026	2	pos_unknown	auto_resolved
kipuksuk	kipuksuk	ki-puk-suk		REFL-fall-move	puk		UNK		high	09031005	2	pos_unknown	auto_resolved
Jabesh-ah	jabesh-ah	jabesh-ah		JABESH-LOC	jabesh		UNK		high	09031012	2	pos_unknown	auto_resolved
guakkik	guakkik	guak-kik		alone-ITER	guak		UNK		high	10001022	2	pos_unknown	auto_resolved
“Tangvalte	“tangvalte	Tangvalte		TANGVALTE	tangvalte		UNK		high	10002014	2	pos_unknown	auto_resolved
Abital	abital	Abital'	Abital	ABITAL.POSS	abital	Abital	UNK	PROP	high	10003004	2	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK|pos_unknown	auto_resolved
khun	khun	khun	khun'	KHUN	khun		UNK		high	10003029	2	multi_segmentation:2|pos_unknown	auto_resolved
“Haksatna	“haksatna	Haksatna		HAKSATNA	haksatna		UNK		high	10004009	2	pos_unknown	auto_resolved
“Jebus	“jebus	Jebus		JEBUS	jebus		UNK		high	10005008	2	pos_unknown	auto_resolved
Baalperazim-ah	baalperazim-ah	baalperazim-ah		BAALPERAZIM-LOC	baalperazim		UNK		high	10005020	2	pos_unknown	auto_resolved
“Tuikhang	“tuikhang	Tuikhang		TUIKHANG	tuikhang		UNK		high	10005020	2	pos_unknown	auto_resolved
phulkhap	phulkhap	phul-khap		avenge-join	phul		UNK		high	10005020	2	pos_unknown	auto_resolved
O	o	o		INTERJ	o		UNK		high	10007019	2	pos_unknown	auto_resolved
Eliam	eliam	Eliam'	Eliam	ELIAM.POSS	eliam	Eliam	UNK	PROP	high	10011003	2	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK|pos_unknown	auto_resolved
“Galsim	“galsim	Galsim		GALSIM	galsim		UNK		high	10011015	2	pos_unknown	auto_resolved
heite	heite	hei-te		saw-PL	hei		UNK		high	10012031	2	pos_unknown	auto_resolved
cil-a	cil-a	cil-a		beginning-LOC	cil		UNK		high	10013015	2	pos_unknown	auto_resolved
(kum	(kum	kum	Kum	year	kum		N		high	10014026	2	multi_segmentation:2	auto_resolved
“Nuamtakin	“nuamtakin	Nuamtakin		NUAMTAKIN	nuamtakin		UNK		high	10015009	2	pos_unknown	auto_resolved
“Arkhi	“arkhi	Arkhi		ARKHI	arkhi		UNK		high	10017005	2	pos_unknown	auto_resolved
kisiit	kisiit	ki-siit		REFL-wipe	siit		UNK		high	10017012	2	pos_unknown	auto_resolved
besan	besan	besan	Besan	BESAN	besan	Besan	UNK	PROP	high	10017028	2	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK|pos_unknown	auto_resolved
hoihhoih	hoihhoih	hoih~hoih		be.good~REDUP	hoih~hoih		UNK		high	10018029	2	pos_unknown	auto_resolved
“Tanglai-in	“tanglai-in	Tanglai-in		TANGLAI-IN	tanglai		UNK		high	10020018	2	pos_unknown	auto_resolved
kancip	kancip	kan-cip		turn-pierce	kan		UNK		high	10022006	2	pos_unknown	auto_resolved
tawte	tawte	taw-te		with-PL	taw		UNK		high	10022016	2	pos_unknown	auto_resolved
phualkip	phualkip	phual-kip		outside-completely	phual		UNK		high	10022046	2	pos_unknown	auto_resolved
“Kulhkongpi	“kulhkongpi	Kulhkongpi		KULHKONGPI	kulhkongpi		UNK		high	10023015	2	pos_unknown	auto_resolved
phulin	phulin	phul-in		avenge-ERG	phul		UNK		high	10023016	2	pos_unknown	auto_resolved
Ribai	ribai	Ribai'		RIBAI.POSS	ribai		UNK		high	10023029	2	pos_unknown	auto_resolved
Jazer-ah	jazer-ah	jazer-ah		JAZER-LOC	jazer		UNK		high	10024005	2	pos_unknown	auto_resolved
“Shunem	“shunem	Shunem		SHUNEM	shunem		UNK		high	11002021	2	pos_unknown	auto_resolved
Abda	abda	Abda'		ABDA.POSS	abda		UNK		high	11004006	2	pos_unknown	auto_resolved
Ezrah	ezrah	Ezrah	Ezrah'	EZRAH	Ezrah	ezrah	PROP	UNK	high	11004031	2	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	auto_resolved
Lebanon-ah	lebanon-ah	lebanon-ah		LEBANON-LOC	lebanon		UNK		high	11005014	2	pos_unknown	auto_resolved
kihui	kihui	ki-hui		REFL-gather	hui		UNK		high	11006004	2	pos_unknown	auto_resolved
dap	dap	dap		war	dap		UNK		high	11006015	2	pos_unknown	auto_resolved
pakpalh	pakpalh	pakpalh		flower.opening	pakpalh		UNK		high	11006018	2	pos_unknown	auto_resolved
kikhungin	kikhungin	ki-khung-in		REFL-exit-CVB	khung		UNK		high	11007002	2	pos_unknown	auto_resolved
kihuiheek	kihuiheek	ki-hui-heek		REFL-wind-fold	hui		UNK		high	11007017	2	pos_unknown	auto_resolved
kisungin	kisungin	kisung-in		molten-ERG	kisung		UNK		high	11007037	2	pos_unknown	auto_resolved
Dan-ah	dan-ah	dan-ah		manner-LOC	dan		UNK		high	11012029	2	pos_unknown	auto_resolved
kiseelin	kiseelin	kiseel-in		hid-ERG	kiseel		UNK		high	11014002	2	pos_unknown	auto_resolved
phualte-ah	phualte-ah	phual-te-ah		outside-PL-LOC	phual		UNK		high	11014024	2	pos_unknown	auto_resolved
Ginath	ginath	Ginath'		GINATH.POSS	ginath		UNK		high	11016021	2	pos_unknown	auto_resolved
Zarefath-ah	zarefath-ah	zarefath-ah		ZAREFATH-LOC	zarefath		UNK		high	11017009	2	pos_unknown	auto_resolved
kikhuangin	kikhuangin	ki-khuang-in		REFL-shake-CVB	khuang		UNK		high	11017021	2	pos_unknown	auto_resolved
kisun	kisun	ki-sun		REFL-day	sun		UNK		high	11018028	2	pos_unknown	auto_resolved
“Sagihvei	“sagihvei	Sagihvei		SAGIHVEI	sagihvei		UNK		high	11018043	2	pos_unknown	auto_resolved
“Paito-in	“paito-in	Paito-in		PAITO-IN	paito		UNK		high	11018044	2	pos_unknown	auto_resolved
“Paikhia	“paikhia	Paikhia		PAIKHIA	paikhia		UNK		high	11019011	2	pos_unknown	auto_resolved
“Benhadad	“benhadad	Benhadad		BENHADAD	benhadad		UNK		high	11020002	2	pos_unknown	auto_resolved
“Samaria	“samaria	Samaria		SAMARIA	samaria		UNK		high	11020010	2	pos_unknown	auto_resolved
“Kilemna	“kilemna	Kilemna		KILEMNA	kilemna		UNK		high	11020018	2	pos_unknown	auto_resolved
“Uite	“uite	Uite		UITE	uite		UNK		high	11021019	2	pos_unknown	auto_resolved
Shilhi	shilhi	Shilhi'		SHILHI.POSS	shilhi		UNK		high	11022042	2	pos_unknown	auto_resolved
kikhuang	kikhuang	ki-khuang		REFL-shake	khuang		UNK		high	12004034	2	pos_unknown	auto_resolved
“Samaria-ah	“samaria-ah	Samaria-ah		SAMARIA-AH	samaria		UNK		high	12005003	2	pos_unknown	auto_resolved
kizuakin	kizuakin	kizuak-in		sold-ERG	kizuak		UNK		high	12007016	2	pos_unknown	auto_resolved
“Jehu	“jehu	Jehu		JEHU	jehu		UNK		high	12009013	2	pos_unknown	auto_resolved
“Ahaziah	“ahaziah	Ahaziah	Ahaziah'	AHAZIAH	ahaziah		UNK		high	12009023	2	multi_segmentation:2|pos_unknown	auto_resolved
seeng	seeng	seeng	Seeng	basket	seeng		N		high	12010007	2	multi_segmentation:2	auto_resolved
“Sawmsimna	“sawmsimna	Sawmsimna		SAWMSIMNA	sawmsimna		UNK		high	12011014	2	pos_unknown	auto_resolved
Sawmsimna!”	sawmsimna!”	Sawmsimna		SAWMSIMNA	sawmsimna		UNK		high	12011014	2	pos_unknown	auto_resolved
“Lebanon-a	“lebanon-a	Lebanon-a		LEBANON-A	lebanon		UNK		high	12014009	2	pos_unknown	auto_resolved
Amittai	amittai	Amittai'		AMITTAI.POSS	amittai		UNK		high	12014025	2	pos_unknown	auto_resolved
Gadi	gadi	Gadi'		GADI.POSS	gadi		UNK		high	12015014	2	pos_unknown	auto_resolved
kikop	kikop	ki-kop		REFL-oppose	kop		UNK		high	12018025	2	pos_unknown	auto_resolved
Nisrok	nisrok	Nisrok'	Nisrok	NISROK.POSS	nisrok	Nisrok	UNK	PROP	high	12019037	2	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK|pos_unknown	auto_resolved
Baladan	baladan	Baladan'		BALADAN.POSS	baladan		UNK		high	12020012	2	pos_unknown	auto_resolved
Merodak-baladan	merodak-baladan	Merodak-Baladan		Merodach-Baladan	merodak		UNK		high	12020012	2	pos_unknown	auto_resolved
Tikvah	tikvah	Tikvah	Tikvah'	TIKVAH	Tikvah	tikvah	PROP	UNK	high	12022014	2	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	auto_resolved
Riblah-a	riblah-a	riblah-a		RIBLAH-LOC	riblah		UNK		high	12025006	2	pos_unknown	auto_resolved
kawlsingte	kawlsingte	kawlsing-te		pomegranate-PL	kawlsing		UNK		high	12025017	2	pos_unknown	auto_resolved
Tanhumeth	tanhumeth	Tanhumeth'		TANHUMETH.POSS	tanhumeth		UNK		high	12025023	2	pos_unknown	auto_resolved
“Khaldea	“khaldea	Khaldea		KHALDEA	khaldea		UNK		high	12025024	2	pos_unknown	auto_resolved
Jada	jada	Jada	Jada'	JADA	Jada	jada	PROP	UNK	high	13002028	2	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	auto_resolved
Abishur	abishur	Abishur	Abishur'	ABISHUR	Abishur	abishur	PROP	UNK	high	13002028	2	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	auto_resolved
Appaim	appaim	Appaim	Appaim'	APPAIM	Appaim	appaim	PROP	UNK	high	13002030	2	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	auto_resolved
Ahlai	ahlai	Ahlai	Ahlai'	AHLAI	Ahlai	ahlai	PROP	UNK	high	13002031	2	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	auto_resolved
Eflal	eflal	Eflal'	Eflal	EFLAL.POSS	eflal	Eflal	UNK	PROP	high	13002037	2	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK|pos_unknown	auto_resolved
Sismai	sismai	Sismai'	Sismai	SISMAI.POSS	sismai	Sismai	UNK	PROP	high	13002040	2	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK|pos_unknown	auto_resolved
Raham	raham	Raham'	Raham	RAHAM.POSS	raham	Raham	UNK	PROP	high	13002044	2	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK|pos_unknown	auto_resolved
Khelub	khelub	Khelub	Khelub'	KHELUB	Khelub	khelub	PROP	UNK	high	13004011	2	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	auto_resolved
